sku_id,product_name,category,warehouse_id,supplier_id,units_in_stock,units_sold_yesterday,reorder_point,unit_cost,snapshot_date
SKU-1030,Almonds 30,Groceries,WH-02,SUP-10,12,10,15,176.5,14-07-2026
SKU-1031,Webcam 31,electronics,WH-03,SUP-01,28,16,20,153.65,14-07-2026
SKU-1032,Water Filter 32,Home & Kitchen,WH-04,SUP-02,4,17,25,135.17,14-07-2026
SKU-1033,Office Chair 33,Furnitures,WH-01,SUP-03,134,7,50,43.78,14-07-2026
SKU-1034,Gel Pen Set 34,office supplies,WH-02,SUP-04,82,8,25,70.04,14-07-2026
SKU-1035,Denim Jacket 35,Apparel,WH-03,SUP-05,5,12,10,172.26,14-07-2026
SKU-1036,Protein Bar 36,Groceries,WH-04,SUP-06,11,20,10,59.96,14-07-2026
SKU-1037,Power Bank 37,ELEC,WH-01,SUP-07,24,19,50,201.94,14-07-2026
SKU-1038,Storage Jar 38,Home and Kitchen,WH-02,SUP-08,87,6,25,69.5,14-07-2026
SKU-1039,Folding Chair 39,Furnitures,WH-03,SUP-09,106,7,40,228.59,14-07-2026
SKU-1040,File Folder 40,office supplies,WH-04,SUP-10,225,26,75,55.91,14-07-2026
SKU-1041,Cotton T-Shirt 41,Clothing,WH-01,SUP-01,30,23,75,101.02,14-07-2026
SKU-1042,Olive Oil 42,Food,WH-02,SUP-02,35,650,20,38.72,14-07-2026
SKU-1043,Bluetooth Speaker 43,ELEC,WH-03,SUP-03,3,9,30,64.29,14-07-2026
SKU-1044,Knife Set 44,Home and Kitchen,WH-04,SUP-04,44,20,50,187.64,14-07-2026
SKU-1045,Bedside Table 45,Furniture ,WH-01,SUP-05,172,18,50,224.81,14-07-2026
SKU-1046,Sticky Notes 46,OFFICE,WH-02,SUP-06,56,4,20,92.73,14-07-2026
SKU-1047,Cap 47,apparel,WH-03,SUP-07,34,12,15,129.1,14-07-2026
SKU-1048,Peanut Butter 48,Food,WH-04,SUP-08,31,7,15,189.8,14-07-2026
SKU-1049,Wireless Mouse 49,electronics,WH-01,SUP-09,49,11,20,41.18,14-07-2026
SKU-1050,Coffee Mug 50,Home & Kitchen,WH-02,SUP-10,105,22,50,198.75,14-07-2026
SKU-1001,Wireless Mouse 01,electronics,WH-01,SUP-01,11,9,10,161.12,15-07-2026
SKU-1002,Coffee Mug 02,HOME_KITCHEN,WH-02,SUP-02,0,18,25,186.29,15-07-2026
SKU-1003,Bookshelf 03,Furniture ,WH-03,SUP-03,3,9,15,58.52,15-07-2026
SKU-1004,Printer Paper 04,OFFICE,WH-04,SUP-04,27,17,15,170.31,15-07-2026
SKU-1005,Hoodie 05,APP,WH-01,SUP-05,33,0,10,149.06,15-07-2026
SKU-1006,Almonds 06,Groceries,WH-02,SUP-06,78,9,25,10.85,15-07-2026
SKU-1007,Webcam 07,Electronics,WH-03,SUP-07,11,16,10,60.85,15-07-2026
SKU-1008,Water Filter 08,Home & Kitchen,WH-04,SUP-08,89,10,50,141.85,15-07-2026
SKU-1009,Office Chair 09,Furnitures,WH-01,SUP-09,73,21,30,57.84,15-07-2026
SKU-1010,Gel Pen Set 10,Stationery,WH-02,SUP-10,2,24,10,203.02,15-07-2026
SKU-1011,Denim Jacket 11,Apparel ,WH-03,SUP-01,3,4,20,190.55,15-07-2026
SKU-1012,Protein Bar 12,GROC,WH-04,SUP-02,5,19,40,175.59,15-07-2026
SKU-1013,Power Bank 13,Electronic,WH-01,,52,7,25,72,15-07-2026
SKU-1014,Storage Jar 14,home kitchen,WH-02,SUP-04,25,4,40,239.45,15-07-2026
SKU-1015,Folding Chair 15,FURN,WH-03,SUP-05,185,3,50,28.69,15-07-2026
SKU-1016,File Folder 16,office supplies,WH-04,SUP-06,128,13,40,27.34,15-07-2026
SKU-1017,Cotton T-Shirt 17,APP,WH-01,SUP-07,11,6,10,152.32,15-07-2026
SKU-1018,Olive Oil 18,Grocery,WH-02,SUP-08,33,5,15,183.38,15-07-2026
SKU-1019,  BLUETOOTH SPEAKER 19  ,ELEC,WH-03,SUP-09,43,21,50,243.37,15-07-2026
SKU-1020,Knife Set 20,home kitchen,WH-04,SUP-10,0,23,30,22.92,15-07-2026
SKU-1021,Bedside Table 21,Furniture ,WH-01,SUP-01,60,14,40,207.95,15-07-2026
SKU-1022,Sticky Notes 22,office supplies,WH-02,SUP-02,15,9,15,145.82,15-07-2026
SKU-1023,Cap 23,Apparel ,WH-03,SUP-03,58,18,25,14.8,15-07-2026
SKU-1024,Peanut Butter 24,GROC,WH-04,SUP-04,19,6,15,194.06,15-07-2026
SKU-1025,Wireless Mouse 25,electronics,WH-01,SUP-05,4,17,15,214.34,15-07-2026
SKU-1026,Coffee Mug 26,Home & Kitchen,WH-02,SUP-06,241,13,75,97.2,15-07-2026
SKU-1027,Bookshelf 27,FURN,WH-03,SUP-07,120,17,40,160.2,15-07-2026
SKU-1028,Printer Paper 28,OFFICE,WH-04,SUP-08,8,11,40,43.59,15-07-2026
SKU-1029,Hoodie 29,Clothing,WH-01,SUP-09,84,13,30,55.14,15-07-2026
SKU-1030,Almonds 30,grocery,WH-02,SUP-10,0,14,15,176.5,15-07-2026
SKU-1031,Webcam 31,Electronic,WH-03,SUP-01,0,6,20,153.65,15-07-2026
SKU-1032,Water Filter 32,home kitchen,WH-04,SUP-02,24,5,25,135.17,15-07-2026
SKU-1033,Office Chair 33,Furniture ,WH-01,SUP-03,151,12,50,43.78,15-07-2026
SKU-1034,Gel Pen Set 34,office supplies,WH-02,SUP-04,16,,25,70.04,15-07-2026
SKU-1035,Denim Jacket 35,Apparel ,WH-03,SUP-05,12,13,10,172.26,15-07-2026
SKU-1036,Protein Bar 36,grocery,WH-04,SUP-06,0,7,10,59.96,15-07-2026
SKU-1037,Power Bank 37,Electronics,WH-01,SUP-07,135,19,50,201.94,15-07-2026
SKU-1038,Storage Jar 38,Home & Kitchen,WH-02,SUP-08,52,11,25,69.5,15-07-2026
SKU-1039,Folding Chair 39,Furniture ,WH-03,SUP-09,107,15,40,228.59,15-07-2026
SKU-1040,File Folder 40,office supplies,WH-04,SUP-10,93,16,75,55.91,15-07-2026
SKU-1041,Cotton T-Shirt 41,Apparel,WH-01,SUP-01,127,11,75,101.02,15-07-2026
SKU-1042,Olive Oil 42,Groceries,WH-02,SUP-02,39,15,20,38.72,15-07-2026
SKU-1043,Bluetooth Speaker 43,ELEC,WH-03,SUP-03,67,6,30,64.29,15-07-2026
SKU-1044,Knife Set 44,Home and Kitchen,WH-04,SUP-04,91,13,50,187.64,15-07-2026
SKU-1045,Bedside Table 45,Furniture ,WH-01,SUP-05,143,22,50,224.81,15-07-2026
SKU-1046,Sticky Notes 46,Office Supplies,WH-02,SUP-06,8,14,20,92.73,15-07-2026
SKU-1047,Cap 47,Apparel,WH-03,SUP-07,0,18,15,129.1,15-07-2026
SKU-1048,Peanut Butter 48,Groceries,WH-04,SUP-08,11,14,15,189.8,15-07-2026
SKU-1049,Wireless Mouse 49,Electronics,WH-01,SUP-09,30,14,20,41.18,15-07-2026
SKU-1050,Coffee Mug 50,Home and Kitchen,WH-02,SUP-10,23,13,50,198.75,15-07-2026
SKU-1001,Wireless Mouse 01,Electronics ,WH-01,SUP-01,5,6,10,161.12,16-07-2026
SKU-1002,Coffee Mug 02,Kitchen,WH-02,SUP-02,47,6,25,186.29,16-07-2026
SKU-1003,Bookshelf 03,Furniture,WH-03,SUP-03,40,5,15,58.52,16-07-2026
SKU-1004,Printer Paper 04,Stationery,WH-04,SUP-04,32,11,15,170.31,16-07-2026
SKU-1005,Hoodie 05,apparel,WH-01,SUP-05,1,0,10,149.06,16-07-2026
SKU-1006,Almonds 06,Groceries,WH-02,SUP-06,34,7,25,10.85,16-07-2026
SKU-1007,Webcam 07,Electronic,WH-03,SUP-07,8,4,10,60.85,16-07-2026
SKU-1008,Water Filter 08,HOME_KITCHEN,WH-04,SUP-08,109,17,50,141.85,16-07-2026
SKU-1009,Office Chair 09,Furniture,WH-01,SUP-09,28,20,30,57.84,16-07-2026
SKU-1010,Gel Pen Set 10,Office Supplies,WH-02,SUP-10,18,9,10,203.02,16-07-2026
SKU-1011,Denim Jacket 11,apparel,WH-03,SUP-01,31,2,20,190.55,16-07-2026
SKU-1012,Protein Bar 12,Food,WH-04,SUP-02,68,16,40,175.59,16-07-2026
SKU-1013,Power Bank 13,ELEC,WH-01,SUP-03,37,19,25,72,16-07-2026
SKU-1014,Storage Jar 14,Kitchen,WH-02,SUP-04,51,9,40,239.45,16-07-2026
SKU-1015,Folding Chair 15,Furniture ,WH-03,SUP-05,162,18,50,28.69,16-07-2026
SKU-1016,File Folder 16,Office Supplies,WH-04,SUP-06,53,4,40,27.34,16-07-2026
SKU-1017,Cotton T-Shirt 17,apparel,WH-01,SUP-07,13,8,10,152.32,16-07-2026
SKU-1018,Olive Oil 18,GROC,WH-02,SUP-08,34,10,15,183.38,16-07-2026
SKU-1019,Bluetooth Speaker 19,Electronics ,WH-03,SUP-09,131,15,50,243.37,16-07-2026
SKU-1020,Knife Set 20,Kitchen,WH-04,SUP-10,24,7,30,22.92,16-07-2026
SKU-1021,Bedside Table 21,Furniture ,WH-01,SUP-01,97,21,40,207.95,16-07-2026
SKU-1022,Sticky Notes 22,Stationery,WH-02,SUP-02,42,0,15,145.82,16-07-2026
SKU-1023,Cap 23,APP,WH-03,SUP-03,40,25,25,14.8,16-07-2026
SKU-1024,Peanut Butter 24,GROC,WH-04,SUP-04,0,14,15,194.06,16-07-2026
SKU-1025,Wireless Mouse 25,Electronics,WH-01,SUP-05,6,10,15,214.34,16-07-2026
SKU-1026,Coffee Mug 26,home kitchen,WH-02,SUP-06,66,7,75,97.2,16-07-2026
SKU-1027,Bookshelf 27,Furniture,WH-03,SUP-07,25,6,40,160.2,16-07-2026
SKU-1028,Printer Paper 28,Stationery,WH-04,SUP-08,-20,9,40,43.59,16-07-2026
SKU-1029,Hoodie 29,APP,WH-01,SUP-09,26,13,30,55.14,16-07-2026
SKU-1030,Almonds 30,GROC,WH-02,SUP-10,0,18,15,176.5,16-07-2026
SKU-1031,Webcam 31,Electronics,WH-03,SUP-01,0,13,20,153.65,16-07-2026
SKU-1032,Water Filter 32,Home and Kitchen,WH-04,SUP-02,17,4,25,135.17,16-07-2026
SKU-1033,Office Chair 33,Furnitures,WH-01,SUP-03,75,14,50,43.78,16-07-2026
SKU-1034,Gel Pen Set 34,Office-Supplies,WH-02,SUP-04,32,12,25,70.04,16-07-2026
SKU-1035,Denim Jacket 35,APP,WH-03,SUP-05,8,8,10,172.26,16-07-2026
SKU-1036,Protein Bar 36,GROC,WH-04,SUP-06,0,14,10,59.96,16-07-2026
SKU-1037,Power Bank 37,Electronic,WH-01,SUP-07,100,8,50,201.94,16-07-2026
SKU-1038,Storage Jar 38,Kitchen,WH-02,SUP-08,7,4,25,69.5,16-07-2026
SKU-1039,Folding Chair 39,furniture,WH-03,SUP-09,20,14,40,228.59,16-07-2026
SKU-1040,File Folder 40,OFFICE,WH-04,SUP-10,217,11,75,55.91,16-07-2026
SKU-1041,Cotton T-Shirt 41,Clothing,WH-01,SUP-01,145,11,75,101.02,16-07-2026
SKU-1042,Olive Oil 42,Groceries,WH-02,SUP-02,0,14,20,38.72,16-07-2026
SKU-1043,Bluetooth Speaker 43,Electronic,WH-03,SUP-03,60,7,30,64.29,16-07-2026
SKU-1044,Knife Set 44,Home & Kitchen,WH-04,SUP-04,13,11,50,187.64,16-07-2026
SKU-1045,Bedside Table 45,FURN,WH-01,SUP-05,25,5,50,224.81,16-07-2026
SKU-1046,Sticky Notes 46,Stationery,WH-02,SUP-06,24,14,20,92.73,16-07-2026
SKU-1047,Cap 47,Clothing,WH-03,SUP-07,14,4,15,129.1,16-07-2026
SKU-1048,Peanut Butter 48,GROC,WH-04,SUP-08,0,16,15,189.8,16-07-2026
SKU-1049,Wireless Mouse 49,Electronic,WH-01,SUP-09,9,18,20,41.18,16-07-2026
SKU-1050,Coffee Mug 50,Home & Kitchen,WH-02,SUP-10,0,24,50,198.75,16-07-2026
SKU-1001,Wireless Mouse 01,ELEC,WH-01,SUP-01,0,12,10,161.12,17-07-2026
SKU-1002,Coffee Mug 02,HOME_KITCHEN,WH-02,SUP-02,50,19,25,186.29,17-07-2026
SKU-1003,Bookshelf 03,Furniture,WH-03,SUP-03,0,13,15,58.52,17-07-2026
SKU-1004,Printer Paper 04,office supplies,WH-04,SUP-04,0,22,15,170.31,17-07-2026
SKU-1005,Hoodie 05,apparel,WH-01,SUP-05,0,0,10,149.06,17-07-2026
SKU-1006,Almonds 06,grocery,WH-02,SUP-06,15,8,25,10.85,17-07-2026
SKU-1007,Webcam 07,Electronics,WH-03,SUP-07,0,11,10,60.85,17-07-2026
SKU-1008,Water Filter 08,Kitchen,WH-04,SUP-08,21,15,50,141.85,17-07-2026
SKU-1009,Office Chair 09,Furniture ,WH-01,SUP-09,66,4,30,57.84,17-07-2026
SKU-1010,Gel Pen Set 10,Stationery,WH-02,SUP-10,1,13,10,203.02,17-07-2026
SKU-1011,Denim Jacket 11,Clothing,WH-03,SUP-01,22,4,20,190.55,17-07-2026
SKU-1012,Protein Bar 12,Groceries,WH-04,SUP-02,0,26,40,175.59,17-07-2026
SKU-1013,Power Bank 13,Electronic,WH-01,SUP-03,55,,25,72,17-07-2026
SKU-1014,Storage Jar 14,HOME_KITCHEN,WH-02,SUP-04,81,4,40,239.45,17-07-2026
SKU-1015,Folding Chair 15,FURN,WH-03,SUP-05,66,10,50,28.69,17-07-2026
SKU-1016,File Folder 16,Office Supplies,WH-04,SUP-06,3,12,40,27.34,17-07-2026
SKU-1017,Cotton T-Shirt 17,Apparel ,WH-01,SUP-07,8,6,10,152.32,17-07-2026
SKU-1018,Olive Oil 18,Grocery,WH-02,SUP-08,43,7,15,183.38,17-07-2026
SKU-1019,  BLUETOOTH SPEAKER 19  ,Electronic,WH-03,SUP-09,135,1,50,243.37,17-07-2026
SKU-1020,Knife Set 20,Home and Kitchen,WH-04,SUP-10,47,15,30,22.92,17-07-2026
SKU-1021,Bedside Table 21,FURN,WH-01,SUP-01,4,13,40,207.95,17-07-2026
SKU-1022,Sticky Notes 22,Office Supplies,WH-02,SUP-02,33,13,15,145.82,17-07-2026
SKU-1023,Cap 23,Clothing,WH-03,SUP-03,16,8,25,14.8,17-07-2026
SKU-1024,Peanut Butter 24,Food,WH-04,SUP-04,37,11,15,194.06,17-07-2026
SKU-1025,Wireless Mouse 25,Electronic,WH-01,SUP-05,10,8,15,214.34,17-07-2026
SKU-1026,Coffee Mug 26,HOME_KITCHEN,WH-02,SUP-06,112,11,75,97.2,17-07-2026
SKU-1027,Bookshelf 27,FURN,WH-03,SUP-07,84,11,40,160.2,17-07-2026
SKU-1028,Printer Paper 28,Office Supplies,WH-04,SUP-08,5,10,40,43.59,17-07-2026
SKU-1029,Hoodie 29,Apparel ,WH-01,SUP-09,27,6,30,55.14,17-07-2026
SKU-1030,Almonds 30,GROC,WH-02,SUP-10,35,9,15,176.5,17-07-2026
SKU-1031,Webcam 31,Electronic,WH-03,SUP-01,36,19,20,153.65,17-07-2026
SKU-1032,Water Filter 32,Kitchen,WH-04,SUP-02,65,16,25,135.17,17-07-2026
SKU-1033,Office Chair 33,Furniture ,WH-01,SUP-03,0,18,50,43.78,17-07-2026
SKU-1034,Gel Pen Set 34,OFFICE,WH-02,SUP-04,7,18,25,70.04,17-07-2026
SKU-1035,Denim Jacket 35,Apparel ,WH-03,SUP-05,3,15,10,172.26,17-07-2026
SKU-1036,Protein Bar 36,Groceries,WH-04,SUP-06,1,3,10,59.96,17-07-2026
SKU-1037,Power Bank 37,electronics,WH-01,SUP-07,55,10,50,201.94,17-07-2026
SKU-1038,Storage Jar 38,Kitchen,WH-02,SUP-08,18,11,25,69.5,17-07-2026
SKU-1039,Folding Chair 39,FURN,WH-03,SUP-09,0,21,40,228.59,17-07-2026
SKU-1040,File Folder 40,Office Supplies,WH-04,SUP-10,183,37,75,55.91,17-07-2026
SKU-1041,Cotton T-Shirt 41,Apparel ,WH-01,SUP-01,221,4,75,101.02,17-07-2026
SKU-1042,Olive Oil 42,GROC,WH-02,SUP-02,0,11,20,38.72,17-07-2026
SKU-1043,Bluetooth Speaker 43,electronics,WH-03,SUP-03,42,17,30,64.29,17-07-2026
SKU-1044,Knife Set 44,Home and Kitchen,WH-04,SUP-04,37,6,50,187.64,17-07-2026
SKU-1045,Bedside Table 45,Furnitures,WH-01,SUP-05,72,375,50,224.81,17-07-2026
SKU-1046,Sticky Notes 46,office supplies,WH-02,SUP-06,18,8,20,92.73,17-07-2026
SKU-1047,Cap 47,Clothing,WH-03,SUP-07,6,20,15,129.1,17-07-2026
SKU-1048,Peanut Butter 48,grocery,WH-04,SUP-08,0,10,15,189.8,17-07-2026
SKU-1049,Wireless Mouse 49,electronics,WH-01,SUP-09,25,8,20,41.18,17-07-2026
SKU-1050,Coffee Mug 50,Home and Kitchen,WH-02,SUP-10,42,22,50,198.75,17-07-2026
SKU-1001,Wireless Mouse 01,ELEC,WH-01,SUP-01,0,18,10,161.12,18-07-2026
SKU-1002,Coffee Mug 02,Kitchen,WH-02,SUP-02,30,11,25,186.29,18-07-2026
SKU-1003,Bookshelf 03,furniture,WH-03,SUP-03,0,22,15,58.52,18-07-2026
SKU-1004,Printer Paper 04,Office Supplies,WH-04,SUP-04,32,9,15,170.31,18-07-2026
SKU-1005,Hoodie 05,Apparel,WH-01,SUP-05,14,0,10,149.06,18-07-2026
SKU-1006,Almonds 06,Food,WH-02,SUP-06,69,2,25,10.85,18-07-2026
SKU-1007,Webcam 07,Electronic,WH-03,SUP-07,0,14,10,60.85,18-07-2026
SKU-1008,Water Filter 08,Home and Kitchen,WH-04,SUP-08,82,8,50,141.85,18-07-2026
SKU-1009,Office Chair 09,furniture,WH-01,SUP-09,80,15,30,57.84,18-07-2026
SKU-1010,Gel Pen Set 10,OFFICE,WH-02,SUP-10,0,17,10,203.02,18-07-2026
SKU-1011,Denim Jacket 11,APP,WH-03,SUP-01,0,17,20,190.55,18-07-2026
SKU-1012,Protein Bar 12,Grocery,WH-04,SUP-02,29,9,40,175.59,18-07-2026
SKU-1013,Power Bank 13,Electronic,WH-01,,71,10,25,72,18-07-2026
SKU-1014,Storage Jar 14,home kitchen,WH-02,SUP-04,100,13,40,239.45,18-07-2026
SKU-1015,Folding Chair 15,furniture,WH-03,SUP-05,48,25,50,28.69,18-07-2026
SKU-1016,File Folder 16,Office-Supplies,WH-04,SUP-06,91,15,40,27.34,18-07-2026
SKU-1017,Cotton T-Shirt 17,APP,WH-01,SUP-07,0,11,10,152.32,18-07-2026
SKU-1018,Olive Oil 18,grocery,WH-02,SUP-08,0,12,15,183.38,18-07-2026
SKU-1019,Bluetooth Speaker 19,Electronics,WH-03,SUP-09,110,2,50,243.37,18-07-2026
SKU-1020,Knife Set 20,home kitchen,WH-04,SUP-10,75,9,30,22.92,18-07-2026
SKU-1021,Bedside Table 21,Furniture ,WH-01,SUP-01,51,11,40,207.95,18-07-2026
SKU-1022,Sticky Notes 22,Office Supplies,WH-02,SUP-02,1,13,15,145.82,18-07-2026
SKU-1023,Cap 23,Apparel ,WH-03,SUP-03,24,15,25,14.8,18-07-2026
SKU-1024,Peanut Butter 24,grocery,WH-04,SUP-04,25,5,15,194.06,18-07-2026
SKU-1025,Wireless Mouse 25,Electronics ,WH-01,SUP-05,0,11,15,214.34,18-07-2026
SKU-1026,Coffee Mug 26,Home & Kitchen,WH-02,SUP-06,115,12,75,97.2,18-07-2026
SKU-1027,Bookshelf 27,Furniture ,WH-03,SUP-07,139,6,40,160.2,18-07-2026
SKU-1028,Printer Paper 28,Stationery,WH-04,SUP-08,64,11,40,43.59,18-07-2026
SKU-1029,Hoodie 29,Clothing,WH-01,SUP-09,49,6,30,55.14,18-07-2026
SKU-1030,Almonds 30,GROC,WH-02,SUP-10,36,10,15,176.5,18-07-2026
SKU-1031,Webcam 31,electronics,WH-03,SUP-01,0,11,20,153.65,18-07-2026
SKU-1032,Water Filter 32,Home & Kitchen,WH-04,SUP-02,62,6,25,135.17,18-07-2026
SKU-1033,Office Chair 33,Furniture,WH-01,SUP-03,50,13,50,43.78,18-07-2026
SKU-1034,Gel Pen Set 34,OFFICE,WH-02,SUP-04,37,2,25,70.04,18-07-2026
SKU-1035,Denim Jacket 35,Clothing,WH-03,SUP-05,2,13,10,172.26,18-07-2026
SKU-1036,Protein Bar 36,Groceries,WH-04,SUP-06,21,8,10,59.96,18-07-2026
SKU-1037,Power Bank 37,ELEC,WH-01,SUP-07,22,4,50,201.94,18-07-2026
SKU-1038,Storage Jar 38,home kitchen,WH-02,SUP-08,6,3,25,69.5,18-07-2026
SKU-1039,Folding Chair 39,FURN,WH-03,SUP-09,0,15,40,228.59,18-07-2026
SKU-1040,File Folder 40,Stationery,WH-04,SUP-10,139,13,75,55.91,18-07-2026
SKU-1002,Coffee Mug 02,HOME_KITCHEN,WH-02,SUP-02,50,19,25,186.29,17-07-2026
SKU-1007,Webcam 07,Electronic,WH-03,SUP-07,8,4,10,60.85,16-07-2026
SKU-1010,Gel Pen Set 10,Stationery,WH-02,SUP-10,2,24,10,203.02,15-07-2026
SKU-1016,File Folder 16,Office Supplies,WH-04,SUP-06,48,12,40,27.34,14-07-2026
SKU-1024,Peanut Butter 24,Groceries,WH-04,SUP-04,15,18,15,194.06,13-07-2026
SKU-1026,Coffee Mug 26,Home and Kitchen,WH-02,SUP-06,225,9,75,97.2,12-07-2026
SKU-1027,Bookshelf 27,FURN,WH-03,SUP-07,135,2,40,160.2,11-07-2026
SKU-1032,Water Filter 32,HOME_KITCHEN,WH-04,SUP-02,12,0,25,135.17,10-07-2026
SKU-1038,Storage Jar 38,Kitchen,WH-02,SUP-08,24,0,25,69.5,09-07-2026
SKU-1004,Printer Paper 04,OFFICE,WH-04,SUP-04,46,11,15,170.31,09-07-2026
